Bourail - Collège Louis-Léopold DJIET - SEG
Canala - Collège de Canala et GOD de Kouaou
Dumbéa - Collège Apogo
Dumbéa - Collège d’Auteuil - Edmée VARIN et 
Dumbéa - Collège de Dumbéa-sur-
Dumbéa - Collège de Katiramona Jean Faya
Dumbéa - Collège de Koutio Francis Carco - SEG
Hienghène - Collège Pai-Kaleo
Houaïlou - Collège de Wani - SEG
Koné - Collège de Koné - SE
Koné - Collège de Païamb
Koumac - Collège de Koumac - SEGPA et AL
La Foa - Collège Théodore Kawa Braïno - 
Lifou - Collège Laura Boula - SEGPA et GOD de Mo
Maré - Collège de La Roche - SEG
Maré - Collège de Tadi
Mont-Dore - Collège de Boulari et SEGP
Mont-Dore - Collège de Plu
Nouméa - Collège de Kam�
Nouméa - Collège de Normandie et SEG
Nouméa - Collège de Tuba
Nouméa - Collège François Ollivaud (Portes de Fer) et SE
Nouméa - Collège Georges Baudo
Nouméa - Collège Jean Lèques (Magenta) et SE
Nouméa - Collège Jean Mariot
Ouégoa - Collège de Oué
Ouvéa - Collège Shéa Ti
Païta - Collège Gabriel Païta (Païta N
Païta - Collège Louise Mich
Poindimié - Collège Raymond Vauthier et SEG
Poya - Collège Essau Voudj
Thio - Collège La collin
Yaté - Collège de Ya
